generation,index,candidate,feasible,fatal,violations,tier,objective0,objective1,objective2,objective3
1,9,290f5703,true,0,0,8,6247775,440262,4445441,0
1,10,ff8d9350,true,0,0,8,6264076,453907,4429268,0
1,11,00b9b0ac,true,0,0,8,6114937,386894,4577799,0
1,12,fb5c1d3d,true,0,0,8,6270411,461473,4422950,0
1,13,a9467974,true,0,0,8,6242450,459882,4450842,0
1,14,069a8321,true,0,0,8,6147086,444091,4545867,0
1,15,9925df2e,true,0,0,8,6168805,449609,4524274,0
1,16,74f5a000,true,0,0,8,6150710,445253,4542268,0
1,17,c45f07e2,true,0,0,8,6154337,446673,4538669,0
1,18,7a67c5d2,true,0,0,8,6157958,447292,4535071,0
1,19,e115ea75,true,0,0,8,6161582,448711,4531472,0
1,20,66382ac5,true,0,0,8,6165197,448825,4527873,0
1,21,5fe3d8af,true,0,0,8,6084520,389768,4608109,0
1,22,76c0bda2,true,0,0,8,6240673,462223,4452613,0
1,23,24ecc1fd,true,0,0,8,6212578,461501,4480597,0
1,24,589288ed,true,0,0,8,6107559,394780,4585237,0
1,25,05f5be01,true,0,0,8,6044403,395172,4647978,0
1,26,c1a4bc63,true,0,0,8,6207271,464577,4485876,0
1,27,3dea1e65,true,0,0,8,6148929,462606,4544021,0
1,28,c1006e31,true,0,0,8,6078863,397360,4613719,0
1,29,3e8d8925,true,0,0,8,6205452,463370,4487684,0
1,30,62f1eeb9,true,0,0,8,6050155,397451,4642275,0
1,31,807e875e,true,0,0,8,6177174,464452,4515816,0
1,32,891feaa0,true,0,0,8,6015497,400067,4676663,0
1,33,8e90fd67,true,0,0,8,6171862,465787,4521205,0
1,34,23d33804,true,0,0,8,6042432,403845,4649934,0
1,35,4fa0ff5d,true,0,0,8,6013567,405266,4678638,0
1,36,e3c84131,true,0,0,8,5986911,447702,4705194,0
1,37,f467247c,true,0,0,8,5984579,406278,4707415,0
1,38,335d29ca,true,0,0,8,5976635,406708,4715296,0
1,39,cd8cccbf,true,0,0,8,5982566,408102,4709409,0
